scenario_id,timestamp,road_id,u,v,key,road_type,length_m,traffic_density,vehicle_count,average_speed,free_flow_speed,congestion,congestion_level,flow_pcu_h,road_status,incident_type
clearing,2026-08-27 21:00:00,12640169972_1274191900_0,12640169972,1274191900,0,trunk,18.0,25.23,1,53.7,60.0,0.1051,low,1354.5,open,
road_closure,2026-08-27 16:00:00,2245996219_2245996243_0,2245996219,2245996243,0,secondary,41.6,59.6,3,29.0,38.0,0.2359,low,1730.4,open,
multiple_congested,2026-08-27 18:00:00,7682157936_3602492705_0,7682157936,3602492705,0,secondary,369.9,120.57,60,14.8,60.0,0.7536,severe,1782.7,open,
clearing,2026-08-27 21:00:00,7419125822_571180352_0,7419125822,571180352,0,secondary,46.4,42.69,3,31.6,38.0,0.169,low,1348.0,open,
heavy_congestion,2026-08-27 18:30:00,2782802961_2782802957_0,2782802961,2782802957,0,secondary,51.1,178.99,12,11.1,38.0,0.7085,severe,1982.7,open,
sudden_congestion,2026-08-27 15:00:00,7761491525_3147210561_0,7761491525,3147210561,0,secondary,8.8,34.33,0,47.1,60.0,0.2145,low,1617.7,open,
multiple_congested,2026-08-27 18:00:00,3894084724_3894084732_0,3894084724,3894084732,0,primary,13.8,188.77,4,5.0,60.0,0.9439,severe,943.9,open,
accident,2026-08-27 17:30:00,3204190486_3147189448_0,3204190486,3147189448,0,primary_link,36.0,309.79,15,6.8,30.0,0.7745,severe,2095.9,open,
sudden_congestion,2026-08-27 15:00:00,1312214538_353721713_0,1312214538,353721713,0,secondary,158.5,40.3,9,44.9,60.0,0.2519,low,1809.1,open,
multiple_congested,2026-08-27 18:00:00,3835273779_2242778959_0,3835273779,2242778959,0,primary,16.4,209.39,5,9.7,45.0,0.7852,severe,2023.9,open,
heavy_congestion,2026-08-27 18:30:00,1557488211_4342904921_0,1557488211,4342904921,0,trunk,32.1,146.98,6,23.3,60.0,0.6124,heavy,3418.0,open,
sudden_congestion,2026-08-27 15:00:00,2730650234_2730650235_0,2730650234,2730650235,0,trunk,33.5,35.53,2,51.1,60.0,0.148,low,1816.1,open,
normal,2026-08-27 14:00:00,14091869119_14091869120_0,14091869119,14091869120,0,secondary_link,9.9,74.65,1,21.9,28.0,0.2177,low,1635.1,open,
peak_hour,2026-08-27 18:30:00,2785953900_2785953912_0,2785953900,2785953912,0,primary,37.5,190.0,10,5.0,60.0,0.95,severe,950.0,open,
clearing,2026-08-27 21:00:00,3208710495_3164012092_0,3208710495,3164012092,0,primary,31.8,50.84,2,36.4,45.0,0.1906,low,1851.6,open,
clearing,2026-08-27 21:00:00,663178849_3154912715_0,663178849,3154912715,0,primary,1705.0,31.84,74,39.6,45.0,0.1194,low,1261.7,open,
multiple_congested,2026-08-27 18:00:00,3614507801_11572394841_0,3614507801,11572394841,0,secondary,29.6,115.95,5,19.8,50.0,0.6039,heavy,2296.3,open,
sudden_congestion,2026-08-27 15:00:00,7129724438_7129724437_0,7129724438,7129724437,0,primary,37.9,70.4,4,33.1,45.0,0.264,low,2331.6,open,
peak_hour,2026-08-27 18:30:00,4116753140_12525384409_0,4116753140,12525384409,0,secondary,146.1,224.68,44,5.0,38.0,0.8893,severe,1123.4,open,
heavy_congestion,2026-08-27 18:30:00,2249639350_2249639351_0,2249639350,2249639351,0,secondary,19.5,223.74,6,5.0,38.0,0.8856,severe,1118.7,open,
normal,2026-08-27 14:00:00,3612553386_13329906633_0,3612553386,13329906633,0,primary,31.2,50.53,2,44.8,60.0,0.2527,low,2265.8,open,
heavy_congestion,2026-08-27 18:30:00,2225518594_308933149_0,2225518594,308933149,0,primary,68.3,166.68,15,10.0,60.0,0.8334,severe,1666.3,open,
peak_hour,2026-08-27 18:30:00,13449451599_13449453904_0,13449451599,13449453904,0,motorway,1325.6,80.48,145,47.8,80.0,0.4024,moderate,3847.6,open,
normal,2026-08-27 14:00:00,11521221471_289930529_0,11521221471,289930529,0,secondary,49.9,24.76,2,50.7,60.0,0.1548,low,1255.8,open,
normal,2026-08-27 14:00:00,2241233517_3674561502_0,2241233517,3674561502,0,trunk,70.3,48.85,5,47.8,60.0,0.2036,low,2334.6,open,
sudden_congestion,2026-08-27 15:00:00,7566197399_4196528898_0,7566197399,4196528898,0,secondary,112.7,42.24,6,31.6,38.0,0.1672,low,1336.8,open,
normal,2026-08-27 14:00:00,1312214538_353721713_0,1312214538,353721713,0,secondary,158.5,37.63,8,45.9,60.0,0.2352,low,1726.8,open,
multiple_congested,2026-08-27 18:00:00,7713256584_7713280994_0,7713256584,7713280994,0,primary,79.6,187.41,20,5.0,60.0,0.937,severe,937.0,open,
clearing,2026-08-27 21:00:00,5134982710_2590217055_0,5134982710,2590217055,0,secondary,324.1,34.72,15,32.8,38.0,0.1374,low,1137.9,open,
accident,2026-08-27 17:30:00,11539908377_2855063891_0,11539908377,2855063891,0,secondary,10.4,124.93,2,17.5,50.0,0.6507,heavy,2182.0,open,
sudden_congestion,2026-08-27 15:00:00,3145250159_3146860418_0,3145250159,3146860418,0,primary_link,42.2,107.01,6,22.0,30.0,0.2675,low,2351.4,open,
road_closure,2026-08-27 16:00:00,12648995530_308576712_0,12648995530,308576712,0,secondary,8.4,90.99,1,24.3,38.0,0.3602,moderate,2212.3,open,
sudden_congestion,2026-08-27 15:00:00,13285204261_11972017009_0,13285204261,11972017009,0,secondary,8.6,21.75,0,32.8,40.0,0.1812,low,712.3,open,
sudden_congestion,2026-08-27 15:00:00,2460248886_2859560464_0,2460248886,2859560464,0,primary,70.8,110.92,11,43.4,60.0,0.2773,low,4809.7,open,
normal,2026-08-27 14:00:00,11908748149_11908748151_0,11908748149,11908748151,0,secondary,36.5,46.11,2,31.1,38.0,0.1825,low,1432.4,open,
normal,2026-08-27 14:00:00,2803360597_2803360593_0,2803360597,2803360593,0,secondary,21.3,39.19,1,45.3,60.0,0.245,low,1775.6,open,
road_closure,2026-08-27 16:00:00,11124436645_11124436646_0,11124436645,11124436646,0,secondary,6.5,87.54,1,24.8,38.0,0.3465,moderate,2173.8,open,
heavy_congestion,2026-08-27 18:30:00,5486695170_5486695168_0,5486695170,5486695168,0,secondary,10.5,176.11,2,5.0,50.0,0.9172,severe,880.5,open,
multiple_congested,2026-08-27 18:00:00,2234669127_11972017022_0,2234669127,11972017022,0,secondary,570.9,69.2,54,16.9,40.0,0.5767,heavy,1171.8,open,
heavy_congestion,2026-08-27 18:30:00,7103859239_7103859240_0,7103859239,7103859240,0,primary,9.1,187.03,2,13.4,45.0,0.7014,severe,2513.5,open,
clearing,2026-08-27 21:00:00,7565154306_3598314432_0,7565154306,3598314432,0,secondary,130.1,28.31,5,42.6,50.0,0.1475,low,1206.8,open,
accident,2026-08-27 17:30:00,7713639309_6507574593_0,7713639309,6507574593,0,secondary,209.2,112.73,32,17.7,60.0,0.7045,severe,1998.4,open,
normal,2026-08-27 14:00:00,4189438625_4201897636_0,4189438625,4201897636,0,secondary,41.6,52.1,3,30.2,38.0,0.2062,low,1571.5,open,
sudden_congestion,2026-08-27 15:00:00,1947070542_7676847312_0,1947070542,7676847312,0,secondary,38.5,48.23,3,30.7,38.0,0.1909,low,1482.8,open,
sudden_congestion,2026-08-27 15:00:00,12296072616_12296072615_0,12296072616,12296072615,0,secondary_link,111.8,70.5,11,22.2,28.0,0.2056,low,1568.1,open,
clearing,2026-08-27 21:00:00,984996544_2792122330_0,984996544,2792122330,0,trunk,124.3,32.02,5,52.0,60.0,0.1334,low,1664.7,open,
sudden_congestion,2026-08-27 15:00:00,7663584194_7663584193_0,7663584194,7663584193,0,secondary,76.9,43.0,4,43.9,60.0,0.2688,low,1886.7,open,
normal,2026-08-27 14:00:00,3184097591_2236318133_0,3184097591,2236318133,0,primary,28.6,67.33,3,33.6,45.0,0.2525,low,2264.8,open,
multiple_congested,2026-08-27 18:00:00,3598271638_3598271630_0,3598271638,3598271630,0,secondary,10.8,126.19,2,17.1,50.0,0.6572,heavy,2162.6,open,
clearing,2026-08-27 21:00:00,11043307170_11043307174_0,11043307170,11043307174,0,primary,20.6,32.65,1,39.5,45.0,0.1224,low,1289.3,open,
clearing,2026-08-27 21:00:00,2859816428_2859816406_0,2859816428,2859816406,0,primary,33.1,42.69,2,37.8,45.0,0.1601,low,1613.5,open,
accident,2026-08-27 17:30:00,11357473025_3614571325_0,11357473025,3614571325,0,primary,140.5,136.01,26,22.0,45.0,0.5101,heavy,2998.8,open,
peak_hour,2026-08-27 18:30:00,320242459_320242451_0,320242459,320242451,0,primary,47.7,188.58,12,13.2,45.0,0.7072,severe,2485.0,open,
sudden_congestion,2026-08-27 15:00:00,667238529_3614586622_0,667238529,3614586622,0,secondary,94.6,46.13,6,31.1,38.0,0.1826,low,1432.8,open,
accident,2026-08-27 17:30:00,12393718979_7686407494_0,12393718979,7686407494,0,primary,334.5,125.37,57,22.4,60.0,0.6269,heavy,2806.9,open,
peak_hour,2026-08-27 18:30:00,2854813938_2854813937_0,2854813938,2854813937,0,trunk,27.6,158.44,6,20.4,60.0,0.6602,heavy,3230.5,open,
normal,2026-08-27 14:00:00,352759370_352759377_0,352759370,352759377,0,secondary,28.8,54.02,2,29.9,38.0,0.2138,low,1613.8,open,
sudden_congestion,2026-08-27 15:00:00,7692056729_3612567213_0,7692056729,3612567213,0,trunk,197.9,91.91,25,44.7,60.0,0.2553,low,4106.7,open,
heavy_congestion,2026-08-27 18:30:00,1293115789_1297368031_0,1293115789,1297368031,0,secondary,61.7,152.53,13,15.1,38.0,0.6038,heavy,2296.6,open,
peak_hour,2026-08-27 18:30:00,7577497971_4198191822_0,7577497971,4198191822,0,primary,214.7,228.0,66,5.0,50.0,0.95,severe,1140.0,open,
road_closure,2026-08-27 16:00:00,9789451865_2593937251_0,9789451865,2593937251,0,secondary,119.4,46.27,7,38.0,50.0,0.241,low,1755.9,open,
peak_hour,2026-08-27 18:30:00,1820106263_2730860819_0,1820106263,2730860819,0,secondary,192.5,164.17,43,13.3,38.0,0.6499,heavy,2184.4,open,
sudden_congestion,2026-08-27 15:00:00,1317462790_1317466170_0,1317462790,1317466170,0,secondary,26.8,47.1,2,37.7,50.0,0.2453,low,1777.3,open,
road_closure,2026-08-27 16:00:00,1310964444_3602308624_0,1310964444,3602308624,0,primary,393.7,80.23,43,35.9,60.0,0.4011,moderate,2882.7,open,
sudden_congestion,2026-08-27 15:00:00,4343145633_1779032143_0,4343145633,1779032143,0,secondary,23.6,50.47,2,30.4,38.0,0.1998,low,1534.7,open,
heavy_congestion,2026-08-27 18:30:00,3598258973_3598259101_0,3598258973,3598259101,0,secondary,48.1,119.38,8,15.2,60.0,0.7462,severe,1818.3,open,
sudden_congestion,2026-08-27 15:00:00,1948563073_3205660078_0,1948563073,3205660078,0,secondary,100.8,30.5,4,48.6,60.0,0.1906,low,1481.1,open,
normal,2026-08-27 14:00:00,6151723565_2859822960_0,6151723565,2859822960,0,trunk,42.3,58.95,3,50.2,60.0,0.1637,low,2957.7,open,
heavy_congestion,2026-08-27 18:30:00,2782950217_2782950211_0,2782950217,2782950211,0,secondary,91.1,181.05,22,10.8,38.0,0.7167,severe,1949.3,open,
multiple_congested,2026-08-27 18:00:00,11827850734_4313322959_0,11827850734,4313322959,0,trunk_link,9.4,301.0,4,9.4,35.0,0.7316,severe,2827.6,open,
clearing,2026-08-27 21:00:00,353736795_3602307547_0,353736795,3602307547,0,secondary,25.4,46.65,2,31.0,38.0,0.1846,low,1445.3,open,
multiple_congested,2026-08-27 18:00:00,1320910915_11373170800_0,1320910915,11373170800,0,secondary,12.8,160.38,3,8.2,50.0,0.8353,severe,1320.8,open,
accident,2026-08-27 17:30:00,3602307530_4551390807_0,3602307530,4551390807,0,secondary,38.5,181.39,9,10.7,38.0,0.718,severe,1943.7,open,
clearing,2026-08-27 21:00:00,3614507482_4183013290_0,3614507482,4183013290,0,secondary,116.5,37.81,6,32.3,38.0,0.1497,low,1221.7,open,
multiple_congested,2026-08-27 18:00:00,308779449_308779450_0,308779449,308779450,0,secondary,26.1,183.23,6,10.4,38.0,0.7253,severe,1912.7,open,
heavy_congestion,2026-08-27 18:30:00,3612565475_1317461161_0,3612565475,1317461161,0,secondary,41.1,123.61,7,17.8,50.0,0.6438,heavy,2201.5,open,
normal,2026-08-27 14:00:00,662741805_7702814486_0,662741805,7702814486,0,secondary,10.0,33.53,0,47.4,60.0,0.2096,low,1590.1,open,
clearing,2026-08-27 21:00:00,11801932510_11801932509_0,11801932510,11801932509,0,trunk_link,10.5,41.41,1,31.5,35.0,0.1006,low,1303.4,open,
normal,2026-08-27 14:00:00,4333720082_4333720084_0,4333720082,4333720084,0,trunk,44.6,35.85,2,51.0,60.0,0.1494,low,1829.8,open,
multiple_congested,2026-08-27 18:00:00,2284186191_11521317832_0,2284186191,11521317832,0,trunk,83.2,123.3,14,29.2,60.0,0.5138,heavy,3597.3,open,
sudden_congestion,2026-08-27 15:00:00,3671858807_3614512024_0,3671858807,3614512024,0,trunk,554.0,36.56,27,50.9,60.0,0.1523,low,1859.2,open,
heavy_congestion,2026-08-27 18:30:00,4192962860_7565356256_0,4192962860,7565356256,0,secondary,123.4,161.73,27,13.7,38.0,0.6402,heavy,2211.4,open,
road_closure,2026-08-27 16:00:00,13980239639_2886664013_0,13980239639,2886664013,0,secondary,160.4,105.54,23,22.1,38.0,0.4178,moderate,2335.1,open,
normal,2026-08-27 14:00:00,3612547594_3612547494_0,3612547594,3612547494,0,secondary,55.1,62.25,5,28.6,38.0,0.2464,low,1782.6,open,
sudden_congestion,2026-08-27 15:00:00,3010587679_3598266035_0,3010587679,3598266035,0,secondary,10.6,43.38,1,38.7,50.0,0.2259,low,1678.8,open,
sudden_congestion,2026-08-27 15:00:00,364672169_6432129578_0,364672169,6432129578,0,trunk,113.0,45.84,7,48.5,60.0,0.191,low,2225.1,open,
heavy_congestion,2026-08-27 18:30:00,2789776604_2789776593_0,2789776604,2789776593,0,secondary,174.0,240.0,57,5.0,38.0,0.95,severe,1200.0,open,
clearing,2026-08-27 21:00:00,4201669150_4201669145_0,4201669150,4201669145,0,trunk,60.7,25.47,2,53.6,60.0,0.1061,low,1366.2,open,
multiple_congested,2026-08-27 18:00:00,7686968249_11760272266_0,7686968249,11760272266,0,secondary,106.1,228.36,33,5.0,38.0,0.9039,severe,1141.8,open,
sudden_congestion,2026-08-27 15:00:00,11817898427_6559475917_0,11817898427,6559475917,0,trunk,31.0,32.93,1,51.8,60.0,0.1372,low,1704.8,open,
clearing,2026-08-27 21:00:00,10081115201_10081115199_0,10081115201,10081115199,0,secondary,67.7,36.0,3,32.6,38.0,0.1425,low,1173.1,open,
normal,2026-08-27 14:00:00,2730859522_2730859539_0,2730859522,2730859539,0,primary,26.2,69.85,2,33.2,45.0,0.2619,low,2319.8,open,
heavy_congestion,2026-08-27 18:30:00,4342204639_4342204638_0,4342204639,4342204638,0,primary,45.5,188.92,12,5.0,60.0,0.9446,severe,944.6,open,
clearing,2026-08-27 21:00:00,11987679688_3467755710_0,11987679688,3467755710,0,trunk,68.5,69.72,6,51.3,60.0,0.1452,low,3575.4,open,
sudden_congestion,2026-08-27 15:00:00,4514097770_4514098027_0,4514097770,4514098027,0,secondary,253.1,58.0,20,29.3,38.0,0.2296,low,1698.0,open,
peak_hour,2026-08-27 18:30:00,3612574874_1404242150_0,3612574874,1404242150,0,secondary,13.6,209.49,4,6.5,38.0,0.8292,severe,1359.4,open,
multiple_congested,2026-08-27 18:00:00,2590289586_3614467012_0,2590289586,3614467012,0,secondary,334.6,182.48,83,10.6,38.0,0.7223,severe,1925.5,open,
road_closure,2026-08-27 16:00:00,3614509323_3614509022_0,3614509323,3614509022,0,secondary,726.1,60.77,60,28.9,38.0,0.2405,low,1753.7,open,
heavy_congestion,2026-08-27 18:30:00,13997299206_13997299205_0,13997299206,13997299205,0,secondary,94.9,221.66,28,5.0,38.0,0.8774,severe,1108.3,open,
accident,2026-08-27 17:30:00,2247660591_1324619327_0,2247660591,1324619327,0,primary,53.9,285.37,21,12.9,45.0,0.7134,severe,3680.1,open,
multiple_congested,2026-08-27 18:00:00,7660866071_5974714357_0,7660866071,5974714357,0,trunk,56.8,127.2,10,28.2,60.0,0.53,heavy,3587.1,open,
heavy_congestion,2026-08-27 18:30:00,4336544280_2590302706_0,4336544280,2590302706,0,secondary,154.8,192.05,40,9.1,38.0,0.7602,severe,1750.1,open,
normal,2026-08-27 14:00:00,6829772686_13504048525_0,6829772686,13504048525,0,secondary,50.2,51.62,4,30.2,38.0,0.2043,low,1560.8,open,
peak_hour,2026-08-27 18:30:00,308795955_1357413966_0,308795955,1357413966,0,primary,169.4,195.62,45,12.0,45.0,0.7336,severe,2345.2,open,
normal,2026-08-27 14:00:00,11809275569_11809231668_0,11809275569,11809231668,0,secondary_link,23.1,59.68,2,23.1,28.0,0.1741,low,1380.2,open,
peak_hour,2026-08-27 18:30:00,7591178314_7591178315_0,7591178314,7591178315,0,primary,45.5,124.86,8,22.5,60.0,0.6243,heavy,2814.6,open,
heavy_congestion,2026-08-27 18:30:00,13208835327_6308174531_0,13208835327,6308174531,0,primary,217.0,147.73,43,15.7,60.0,0.7386,severe,2316.7,open,
road_closure,2026-08-27 16:00:00,309700136_308613808_0,309700136,308613808,0,primary,231.8,90.88,29,32.7,60.0,0.4544,moderate,2975.1,open,
multiple_congested,2026-08-27 18:00:00,3164017510_3670019199_0,3164017510,3670019199,0,primary,254.2,232.03,80,5.8,45.0,0.8701,severe,1356.2,open,
sudden_congestion,2026-08-27 15:00:00,5611785639_5611785641_0,5611785639,5611785641,0,secondary,568.5,68.9,53,27.6,38.0,0.2727,low,1904.1,open,
heavy_congestion,2026-08-27 18:30:00,6150022535_2245995091_0,6150022535,2245995091,0,primary,13.3,190.0,3,5.0,60.0,0.95,severe,950.0,open,
multiple_congested,2026-08-27 18:00:00,11947616964_3820619479_0,11947616964,3820619479,0,primary,97.6,190.0,25,5.0,60.0,0.95,severe,950.0,open,
peak_hour,2026-08-27 18:30:00,11548969487_11383594591_0,11548969487,11383594591,0,secondary,112.5,173.34,26,11.9,38.0,0.6861,heavy,2067.4,open,
heavy_congestion,2026-08-27 18:30:00,3195109920_5759825698_0,3195109920,5759825698,0,trunk,127.4,259.68,45,16.7,60.0,0.7213,severe,4341.9,open,
road_closure,2026-08-27 16:00:00,7718986099_5472942872_0,7718986099,5472942872,0,secondary_link,11.4,132.15,2,17.2,28.0,0.3854,moderate,2274.0,open,
sudden_congestion,2026-08-27 15:00:00,11539602701_11539602700_0,11539602701,11539602700,0,trunk_link,8.6,104.39,1,26.1,35.0,0.2537,low,2726.7,open,
normal,2026-08-27 14:00:00,3415837336_3164418510_0,3415837336,3164418510,0,secondary,28.9,25.13,1,50.6,60.0,0.1571,low,1270.9,open,
accident,2026-08-27 17:30:00,3153719401_7353970929_0,3153719401,7353970929,0,secondary,34.5,115.15,5,16.8,60.0,0.7197,severe,1936.6,open,
road_closure,2026-08-27 16:00:00,7010525910_7010524979_0,7010525910,7010524979,0,secondary,27.5,75.15,3,26.7,38.0,0.2975,low,2006.2,open,
normal,2026-08-27 14:00:00,1692848785_1692848737_0,1692848785,1692848737,0,secondary,104.2,24.83,4,50.7,60.0,0.1552,low,1258.8,open,
peak_hour,2026-08-27 18:30:00,3463649361_4327437921_0,3463649361,4327437921,0,secondary,19.4,135.53,4,17.6,38.0,0.5365,heavy,2387.2,open,
multiple_congested,2026-08-27 18:00:00,7594339146_13638069709_0,7594339146,13638069709,0,secondary,44.6,224.29,14,5.0,38.0,0.8878,severe,1121.4,open,
accident,2026-08-27 17:30:00,2781464329_2781464367_0,2781464329,2781464367,0,secondary,52.7,120.87,9,18.5,50.0,0.6295,heavy,2239.0,open,
sudden_congestion,2026-08-27 15:00:00,2782803356_4334996361_0,2782803356,4334996361,0,secondary,42.6,54.0,3,29.9,38.0,0.2137,low,1613.3,open,
accident,2026-08-27 17:30:00,2899234138_7544099072_0,2899234138,7544099072,0,primary,10.7,209.05,3,9.7,45.0,0.7839,severe,2032.6,open,
clearing,2026-08-27 21:00:00,11881153200_11881109554_0,11881153200,11881109554,0,secondary,57.7,38.85,3,32.2,38.0,0.1538,low,1249.3,open,
sudden_congestion,2026-08-27 15:00:00,13816805236_289419432_0,13816805236,289419432,0,trunk,25.5,53.11,2,46.7,60.0,0.2213,low,2481.5,open,
multiple_congested,2026-08-27 18:00:00,768002697_4313445826_0,768002697,4313445826,0,primary,55.5,189.72,14,13.0,45.0,0.7114,severe,2463.6,open,
normal,2026-08-27 14:00:00,3618959949_3618959575_0,3618959949,3618959575,0,primary,279.9,59.5,23,37.6,50.0,0.2479,low,2237.6,open,
clearing,2026-08-27 21:00:00,6308211161_6308211162_0,6308211161,6308211162,0,primary,19.1,26.22,1,52.1,60.0,0.1311,low,1367.0,open,
clearing,2026-08-27 21:00:00,11037059031_1318409213_0,11037059031,1318409213,0,secondary,239.8,24.93,8,50.7,60.0,0.1558,low,1262.8,open,
accident,2026-08-27 17:30:00,7645613949_7645613932_0,7645613949,7645613932,0,secondary,29.9,196.35,8,8.5,38.0,0.7772,severe,1662.2,open,
road_closure,2026-08-27 16:00:00,11896333647_2760699911_0,11896333647,2760699911,0,secondary,17.1,105.56,2,22.1,38.0,0.4179,moderate,2335.2,open,
sudden_congestion,2026-08-27 15:00:00,663126896_7579740338_0,663126896,7579740338,0,secondary,296.4,38.32,15,45.6,60.0,0.2395,low,1748.7,open,
normal,2026-08-27 14:00:00,4340668365_660557876_0,4340668365,660557876,0,secondary,745.1,57.62,58,29.3,38.0,0.2281,low,1690.2,open,
multiple_congested,2026-08-27 18:00:00,3598273779_2222307653_0,3598273779,2222307653,0,secondary,45.7,220.36,14,5.0,38.0,0.8722,severe,1101.8,open,
multiple_congested,2026-08-27 18:00:00,10103014416_11205086522_0,10103014416,11205086522,0,primary,79.0,147.12,16,15.9,60.0,0.7356,severe,2334.0,open,
sudden_congestion,2026-08-27 15:00:00,2723388992_315086404_0,2723388992,315086404,0,secondary,58.4,50.3,4,30.4,38.0,0.1991,low,1530.7,open,
heavy_congestion,2026-08-27 18:30:00,11568965521_10280100889_0,11568965521,10280100889,0,secondary,246.8,181.13,61,10.8,38.0,0.717,severe,1948.0,open,
accident,2026-08-27 17:30:00,12640159700_11460275556_0,12640159700,11460275556,0,secondary,531.2,84.1,61,28.5,60.0,0.5256,heavy,2393.7,open,
accident,2026-08-27 17:30:00,7733014990_5432749696_0,7733014990,5432749696,0,primary,6.6,159.42,1,18.1,45.0,0.5978,heavy,2885.1,open,
heavy_congestion,2026-08-27 18:30:00,5773967900_3614585881_0,5773967900,3614585881,0,secondary,806.5,215.6,236,5.6,38.0,0.8534,severe,1201.0,open,
heavy_congestion,2026-08-27 18:30:00,2852837397_2852837391_0,2852837397,2852837391,0,secondary,22.1,157.09,5,14.4,38.0,0.6218,heavy,2257.5,open,
road_closure,2026-08-27 16:00:00,12294255225_4314301884_0,12294255225,4314301884,0,trunk,34.8,76.04,4,41.0,60.0,0.3168,moderate,3116.8,open,
accident,2026-08-27 17:30:00,12079632662_13394705202_0,12079632662,13394705202,0,secondary,788.1,194.08,207,8.8,38.0,0.7682,severe,1709.3,open,
sudden_congestion,2026-08-27 15:00:00,2236576250_2234995115_0,2236576250,2234995115,0,secondary,628.8,46.06,39,31.1,38.0,0.1823,low,1431.1,open,
sudden_congestion,2026-08-27 15:00:00,3547273757_11811152876_0,3547273757,11811152876,0,secondary,10.9,59.08,1,29.1,38.0,0.2339,low,1720.1,open,
road_closure,2026-08-27 16:00:00,596386574_11527773035_0,596386574,11527773035,0,trunk,207.6,74.82,21,41.3,60.0,0.3117,moderate,3089.7,open,
heavy_congestion,2026-08-27 18:30:00,308933090_7713044852_0,308933090,7713044852,0,secondary,11.5,240.0,4,5.0,38.0,0.95,severe,1200.0,open,
clearing,2026-08-27 21:00:00,13336026933_315058906_0,13336026933,315058906,0,primary,53.8,39.37,3,48.2,60.0,0.1969,low,1897.3,open,
road_closure,2026-08-27 16:00:00,7579290951_3614460583_0,7579290951,3614460583,0,secondary,15.9,79.54,2,26.0,38.0,0.3148,moderate,2070.8,open,
multiple_congested,2026-08-27 18:00:00,4328011571_4328011581_0,4328011571,4328011581,0,secondary,8.8,229.95,3,5.0,38.0,0.9102,severe,1149.8,open,
peak_hour,2026-08-27 18:30:00,3550391073_1820106310_0,3550391073,1820106310,0,secondary,42.2,195.91,11,8.5,38.0,0.7755,severe,1671.4,open,
clearing,2026-08-27 21:00:00,3618960700_3618960220_0,3618960700,3618960220,0,primary,403.7,35.84,20,42.5,50.0,0.1493,low,1524.5,open,
accident,2026-08-27 17:30:00,2236576250_2234995115_0,2236576250,2234995115,0,secondary,628.8,133.81,114,17.9,38.0,0.5297,heavy,2391.6,open,
road_closure,2026-08-27 16:00:00,672115548_5999378854_0,672115548,5999378854,0,secondary,2813.2,76.38,291,26.5,38.0,0.3024,moderate,2025.0,open,
multiple_congested,2026-08-27 18:00:00,7576697125_7246402313_0,7576697125,7246402313,0,secondary,464.4,203.71,128,7.4,38.0,0.8064,severe,1498.9,open,
road_closure,2026-08-27 16:00:00,2236318133_12487977082_0,2236318133,12487977082,0,primary,117.8,106.96,17,27.0,45.0,0.4011,moderate,2882.6,open,
multiple_congested,2026-08-27 18:00:00,3146940003_3180189266_0,3146940003,3180189266,0,secondary,47.0,131.9,8,15.7,50.0,0.687,heavy,2064.3,open,
accident,2026-08-27 17:30:00,2245996094_2245996053_0,2245996094,2245996053,0,secondary,20.5,115.13,3,20.7,38.0,0.4557,moderate,2381.2,open,
road_closure,2026-08-27 16:00:00,3618960700_7604250698_0,3618960700,7604250698,0,primary,119.9,97.16,16,29.8,50.0,0.4048,moderate,2891.3,open,
accident,2026-08-27 17:30:00,2231794953_11982388792_0,2231794953,11982388792,0,secondary,188.3,112.54,29,17.8,60.0,0.7034,severe,2003.0,open,
peak_hour,2026-08-27 18:30:00,1311326967_13595399110_0,1311326967,13595399110,0,primary,1093.0,211.32,313,9.3,45.0,0.7925,severe,1973.6,open,
peak_hour,2026-08-27 18:30:00,3178328694_356322748_0,3178328694,356322748,0,secondary,100.0,139.56,19,7.7,60.0,0.8722,severe,1069.7,open,
normal,2026-08-27 14:00:00,13274240420_9569955889_0,13274240420,9569955889,0,secondary,319.3,23.79,10,25.5,30.0,0.1487,low,607.6,open,
heavy_congestion,2026-08-27 18:30:00,3219742067_3219742068_0,3219742067,3219742068,0,secondary,56.6,152.0,12,5.0,60.0,0.95,severe,760.0,open,
clearing,2026-08-27 21:00:00,3612548397_4552473031_0,3612548397,4552473031,0,primary,37.7,45.19,2,37.4,45.0,0.1695,low,1688.9,open,
accident,2026-08-27 17:30:00,7547651588_7547415010_0,7547651588,7547415010,0,secondary,20.3,125.84,3,19.1,38.0,0.4981,moderate,2400.0,open,
normal,2026-08-27 14:00:00,7681033322_7674104025_0,7681033322,7674104025,0,secondary_link,9.2,85.77,1,21.0,28.0,0.2502,low,1800.8,open,
normal,2026-08-27 14:00:00,4189396489_7539761304_0,4189396489,7539761304,0,primary,49.0,60.74,4,34.7,45.0,0.2278,low,2110.8,open,
sudden_congestion,2026-08-27 15:00:00,5580342824_12313727569_0,5580342824,12313727569,0,secondary,690.2,42.32,40,31.6,38.0,0.1675,low,1338.8,open,
road_closure,2026-08-27 16:00:00,596387722_7682815024_0,596387722,7682815024,0,trunk,38.3,88.72,5,34.6,50.0,0.3081,moderate,3069.5,open,
multiple_congested,2026-08-27 18:00:00,2728453214_2730562479_0,2728453214,2730562479,0,trunk,21.7,112.12,3,32.0,60.0,0.4672,moderate,3584.5,open,
normal,2026-08-27 14:00:00,7682077666_3994766053_0,7682077666,3994766053,0,secondary,143.6,49.32,10,30.6,38.0,0.1952,low,1508.2,open,
